序号,汉字,拆解,细节说明,初检,拆几个
5704,蜞,虫，其,,ok,2
5705,蜥,虫，析,,ok,2
5706,蜮,虫，或,,ok,2
5707,蝈,虫，国,,ok,2
5708,蜴,虫，易,,ok,2
5709,蜱,虫，卑,,ok,2
5710,蜩,虫，周,,ok,2
5711,蜷,虫，卷,,ok,2
5712,蜿,虫，宛,,ok,2
5713,螂,虫，郎,,ok,2
5714,蜢,虫，孟,,ok,2
5715,嘘,口，虚,,ok,2
5716,嘡,口，堂,,ok,2
5717,鹗,咢，鸟,,ok,2
5718,嘣,口，崩,,ok,2
5719,嘤,口，婴,,ok,2
5720,嘚,口，得,,ok,2
5721,嗾,口，族,,ok,2
5722,嘧,口，谜,,ok,2
5723,罴,罢，灬,,ok,2
5724,罱,罒，南,,ok,2
5725,幔,巾，曼,,ok,2
5726,嶂,山，章,,ok,2
5727,幛,巾，章,,ok,2
5728,赙,贝，尃,,ok,2
5729,罂（罌）,賏，缶,,古,2
5730,骷,骨，古,,ok,2
5731,骶,骨，氐,,ok,2
5732,鹘,骨，鸟,,ok,2
5733,锲,钅，契,,ok,2
5734,锴,钅，皆,,ok,2
5735,锶,钅，思,,ok,2
5736,锷,钅，咢,,ok,2
5737,锸,钅，臿,,ok,2
5738,锵,钅，将,,ok,2
5739,镁,钅，美,,ok,2
5740,镂,钅，娄,,ok,2
5741,犒,牜，高,,ok,2
5742,箐,⺮，青,,ok,2
5743,箦,⺮，责,,ok,2
5744,箧（篋）,⺮，匧,,古,2
5745,箍,⺮，扌，匝,,ok,3
5746,箸,⺮，者,,ok,2
5747,箬,⺮，若,,ok,2
5748,箅,⺮，畀,,ok,2
5749,箪,⺮，单,,ok,2
5750,箔,⺮，泊,,ok,2
5751,箜,⺮，空,,ok,2
5752,箢,⺮，宛,,ok,2
5753,箓,⺮，录,,ok,2
5754,毓,每，㐬,,ok,2
5755,僖,亻，喜,,ok,2
5756,儆,亻，敬,,ok,2
5757,僳,亻，粟,,ok,2
5758,僭,亻，朁,,ok,2
5759,劁,焦，刂,,ok,2
5760,僮,亻，童,,ok,2
5761,魃,鬼，犮,,ok,2
5762,魆,鬼，戉,,ok,2
5763,睾,血，幸,,ok,2
5764,艋,舟，孟,,ok,2
5765,鄱,番，阝,,ok,2
5766,膈,月，鬲,,ok,2
5767,膑,月，宾,,ok,2
5768,鲑,鱼，圭,,ok,2
5769,鲔,鱼，有,,ok,2
5770,鲚,鱼，齐,,ok,2
5771,鲛,鱼，交,,ok,2
5772,鲟,鱼，寻,,ok,2
5773,獐,犭，章,,ok,2
5774,觫,角，束,,ok,2
5775,雒,各，隹,,ok,2
5776,夤,夕，寅,,ok,2
5777,馑,饣，堇,,ok,2
5778,銮（鑾）,䜌，金,,ok,2
5779,塾,孰，土,,ok,2
5780,麽,麻，么,,ok,2
5781,瘌,疒，剌,,ok,2
5782,瘊,疒，侯,,ok,2
5783,瘘,疒，娄,,ok,2
5784,瘙,疒，蚤,,ok,2
5785,廖,广，翏,,ok,2
5786,韶,音，召,,ok,2
5787,旖,㫃，奇,,ok,2
5788,膂,旅，月,,ok,2
5789,阚,门，敢,,ok,2
5790,鄯,善，阝,,ok,2
5791,鲞,龹，鱼,,ok,2
5792,粿,米，果,,ok,2
5793,粼,粦，巜,,ok,2
5794,粽,米，宗,,ok,2
5795,糁,米，参,,ok,2
5796,槊,朔，木,,ok,2
5797,鹚,兹，鸟,,ok,2
5798,熘,火，留,,ok,2
5799,熥,火，通,,ok,2
5800,潢,氵，黄,,ok,2
5801,漕,氵，曹,,ok,2
5802,滹,氵，虖,,ok,2
5803,漯,氵，累,,ok,2
5804,漶,氵，患,,ok,2
5805,潋,氵，敛,,ok,2
5806,潴,氵，猪,,ok,2
5807,漪,氵，猗,,ok,2
5808,漉,氵，鹿,,ok,2
5809,漳,氵，章,,ok,2
5810,漩,氵，旋,,ok,2
5811,澉,氵，敢,,ok,2
5812,潍,氵，维,,ok,2
5813,慵,忄，庸,,ok,2
5814,搴,寒s，手,,省,2
5815,窨,穴，音,,ok,2
5816,寤,宀，爿，吾,,ok,3
5817,綮,户，攵，糸,,ok,3
5818,谮,讠，朁,,ok,2
5819,褡,衤，荅,,ok,2
5820,褙,衤，背,,ok,2
5821,褓,衤，保,,ok,2
5822,褛,衤，娄,,ok,2
5823,褊,衤，扁,,ok,2
5824,谯,讠，焦,,ok,2
5825,谰,讠，阑,,ok,2
5826,谲,讠，矞,,ok,2
5827,暨,既，旦,,ok,2
5828,屣,尸，徙,,ok,2
5829,鹛,眉，鸟,,ok,2
5830,嫣,女，焉,,ok,2
5831,嫱,女，啬,,ok,2
5832,嫖,女，票,,ok,2
5833,嫦,女，常,,ok,2
5834,嫚,女，曼,,ok,2
5835,嫘,女，累,,ok,2
5836,嫡,女，啇,,ok,2
5837,鼐,乃，鼎,,ok,2
5838,翟,羽，隹,,ok,2
5839,瞀,敄，目,,ok,2
5840,鹜,敄，鸟,,ok,2
5841,骠,马，票,,ok,2
5842,缥,纟，票,,ok,2
5843,缦,纟，曼,,ok,2
5844,缧,纟，累,,ok,2
5845,缨,纟，婴,,ok,2
5846,骢,马，悤,,ok,2
5847,缪,纟，翏,,ok,2
5848,缫,纟，巢,,ok,2
5849,耦,耒，禺,,ok,2
5850,耧,耒，娄,,ok,2
5851,瑾,王，堇,,ok,2
5852,璜,王，黄,,ok,2
5853,璀,王，崔,,ok,2
5854,璎,王，婴,,ok,2
5855,璁,王，悤,,ok,2
5856,璋,王，章,,ok,2
5857,璇,王，旋,,ok,2
5858,奭,大，百，百,,ok,3
5859,髯,髟，冉,,ok,2
5860,髫,髟，召,,ok,2
5861,撷,扌，颉,,ok,2
5862,撅,扌，厥,,ok,2
5863,赭,赤，者,,ok,2
5864,撸,扌，鲁,,ok,2
5865,鋆,均，金,,ok,2
5866,撙,扌，尊,,ok,2
5867,撺,扌，窜,,ok,2
5868,墀,土，犀,,ok,2
5869,聩,耳，贵,,ok,2
5870,觐,堇，见,,ok,2
5871,鞑,革，达,,ok,2
5872,蕙,艹，惠,,ok,2
5873,鞒,革，乔,,ok,2
5874,蕈,艹，覃,,ok,2
5875,蕨,艹，厥,,ok,2
5876,蕤,艹，甤,,ok,2
5877,蕞,艹，最,,ok,2
5878,蕺,艹，戢,,ok,2
5879,瞢,艹，罒，冖，目,,ok,4
5880,蕃,艹，番,,ok,2
5881,蕲,艹，单，斤,,ok,3
5882,赜,𦣝b，责,,变,2
5883,槿,木，堇,,ok,2
5884,樯,木，啬,,ok,2
5885,槭,木，戚,,ok,2
5886,樗,木，雩,,ok,2
5887,樘,木，堂,,ok,2
5888,樊,林，爻，大,,ok,3
5889,槲,木，斛,,ok,2
5890,醌,酉，昆,,ok,2
5891,醅,酉，咅,,ok,2
5892,靥,厌，面,,ok,2
5893,魇,厌，鬼,,ok,2
5894,餍,厌，食,,ok,2
5895,磔,石，桀,,ok,2
5896,磙,石，衮,,ok,2
5897,霈,雨，沛,,ok,2
5898,辘,车，鹿,,ok,2
5899,龉,齿，吾,,ok,2
5900,龊,齿，足,,ok,2
5901,觑,虚，见,,ok,2
5902,瞌,目，盍,,ok,2
5903,瞋,目，真,,ok,2
5904,瞑,目，冥,,ok,2
5905,嘭,口，彭,,ok,2
5906,噎,口，壹,,ok,2
5907,噶,口，葛,,ok,2
5908,颙,禺，页,,ok,2
5909,暹,日，隹，辶,,ok,3
5910,噘,口，厥,,ok,2
5911,踔,⻊，卓,,ok,2
5912,踝,⻊，果,,ok,2
5913,踟,⻊，知,,ok,2
5914,踒,⻊，委,,ok,2
5915,踬,⻊，质,,ok,2
5916,踮,⻊，店,,ok,2
5917,踯,⻊，郑,,ok,2
5918,踺,⻊，建,,ok,2
5919,踞,⻊，居,,ok,2
5920,蝽,虫，春,,ok,2
5921,蝾,虫，荣,,ok,2
5922,蝻,虫，南,,ok,2
5923,蝰,虫，奎,,ok,2
5924,蝮,虫，复,,ok,2
5925,螋,虫，叟,,ok,2
5926,蝓,虫，俞,,ok,2
5927,蝣,虫，㫃，子,,ok,3
5928,蝼,虫，娄,,ok,2
5929,噗,口，菐,,ok,2
5930,嘬,口，最,,ok,2
5931,颚,咢，页,,ok,2
5932,噍,口，焦,,ok,2
5933,噢,口，奥,,ok,2
5934,噙,口，禽,,ok,2
5935,噜,口，鲁,,ok,2
5936,噌,口，曾,,ok,2
5937,噔,口，登,,ok,2
5938,颛,耑，页,,ok,2
5939,幞,巾，菐,,ok,2
5940,幡,巾，番,,ok,2
5941,嶙,山，粦,,ok,2
5942,嶝,山，登,,ok,2
5943,骺,骨，后,,ok,2
5944,骼,骨，各,,ok,2
5945,骸,骨，亥,,ok,2
5946,镊,钅，聂,,ok,2
5947,镉,钅，鬲,,ok,2
5948,镌,钅，隽,,ok,2
5949,镍,钅，臬,,ok,2
5950,镏,钅，留,,ok,2
5951,镒,钅，益,,ok,2
5952,镓,钅，家,,ok,2
5953,镔,钅，宾,,ok,2
5954,稷,禾，畟,,ok,2
5955,箴,⺮，咸,,ok,2
5956,篑,⺮，贵,,ok,2
5957,篁,⺮，皇,,ok,2
5958,篌,⺮，侯,,ok,2
5959,篆,⺮，彖,,ok,2
5960,牖,片，户，甫,,ok,2
5961,儋,亻，詹,,ok,2
5962,徵,彳，山，一，王，攵,,ok,5
5963,磐,般，石,,ok,2
5964,虢,寽，虎,,ok,2
5965,鹞,䍃，鸟,,ok,2
5966,膘,月，票,,ok,2
5967,滕,月，龹，氺,,ok,3
5968,鲠,鱼，更,,ok,2
5969,鲡,鱼，丽,,ok,2
5970,鲢,鱼，连,,ok,2
5971,鲣,鱼，坚,,ok,2
5972,鲥,鱼，时,,ok,2
5973,鲧,鱼，系,,ok,2
5974,鲩,鱼，完,,ok,2
5975,獗,犭，厥,,ok,2
5976,獠,犭，尞,,ok,2
5977,觯,角，单,,ok,2
5978,馓,饣，散,,ok,2
5979,馔,饣，巽,,ok,2
5980,麾,麻，毛,,ok,2
5981,廛,广，里，八，土,,ok,4
5982,瘛,疒，㓞，心,,ok,3
5983,瘼,疒，莫,,ok,2
5984,瘢,疒，般,,ok,2
5985,瘠,疒，脊,,ok,2
5986,齑,齐，韭,,ok,2
5987,羯,羊，曷,,ok,2
5988,羰,羊，炭,,ok,2
5989,𥻗,米，查,,ok,2
5990,遴,粦，辶,,ok,2
5991,糌,米，昝,,ok,2
5992,糍,米，兹,,ok,2
5993,糅,米，柔,,ok,2
5994,熜,火，悤,,ok,2
5995,熵,火，商,,ok,2
5996,熠,火，習,,ok,2
5997,澍,氵，尌,,ok,2
5998,澌,氵，斯,,ok,2
5999,潸,氵，林，月,,ok,3
6000,潦,氵，尞,,ok,2
6001,潲,氵，稍,,ok,2
6002,鋈,沃，金,,ok,2
6003,潟,氵，舄,,ok,2
6004,潼,氵，童,,ok,2
6005,潺,氵，孱,,ok,2
6006,憬,忄，景,,ok,2
6007,憧,忄，童,,ok,2
6008,寮,宀，尞,,ok,2
6009,窳,穴，瓜，瓜,,ok,3
6010,谳,讠，献,,ok,2
6011,褴,衤，监,,ok,2
6012,褟,衤，日，羽,,ok,3
6013,褫,衤，虒,,ok,2
6014,谵,讠，詹,,ok,2
6015,熨,尉，火,,ok,2
6016,屦,尸，彳，娄,,ok,3
6017,嬉,女，喜,,ok,2
6018,勰,劦，思,,ok,2
6019,戮,翏，戈,,ok,2
6020,蝥,敄，虫,,ok,2
6021,缬,纟，颉,,ok,2
6022,缮,纟，善,,ok,2
6023,缯,纟，曾,,ok,2
6024,骣,马，孱,,ok,2
6025,畿,幺，幺，戈，田,,ok,4
6026,耩,耒，冓,,ok,2
6027,耨,耒，辱,,ok,2
6028,耪,耒，旁,,ok,2
6029,璞,王，菐,,ok,2
6030,璟,王，景,,ok,2
6031,靛,青，定,,ok,2
6032,璠,王，番,,ok,2
6033,璘,王，粦,,ok,2
6034,聱,敖，耳,,ok,2
6035,螯,敖，虫,,ok,2
6036,髻,髟，吉,,ok,2
6037,髭,髟，此,,ok,2
6038,髹,髟，休,,ok,2
6039,擀,扌，倝，干,,ok,3
6040,熹,喜，灬,,ok,2
6041,甏,彭，瓦,,ok,2
6042,擞,扌，数,,ok,2
6043,縠,士，冖，一，糸，殳,,ok,5
6044,磬,殸，石,,ok,2
6045,颞,聂，页,,ok,2
6046,蕻,艹，镸，共,,ok,3
6047,鞘,革，肖,,ok,2
6048,颟（顢）,㒼，页,,古,2
6049,薤,艹，歹，韭,,ok,3
6050,薨,艹，罒，冖，死,,ok,4
6051,檠,敬，木,,ok,2
6052,薏,艹，意,,ok,2
6053,薮,艹，数,,ok,2
6054,薜,艹，辟,,ok,2
6055,薅,艹，女，辱,,ok,3
6056,樾,木，越,,ok,2
6057,橛,木，厥,,ok,2
6058,橇,木，毳,,ok,2
6059,樵,木，焦,,ok,2
6060,檎,木，禽,,ok,2
6061,橹,木，鲁,,ok,2
6062,樽,木，尊,,ok,2
6063,樨,木，犀,,ok,2
6064,橼,木，缘,,ok,2
6065,墼,毄b，土,,变,2
6066,橐,橐,,ok,1
6067,翮,鬲，羽,,ok,2
6068,醛,酉，荃,,ok,2
6069,醐,酉，胡,,ok,2
6070,醍,酉，是,,ok,2
6071,醚,酉，迷,,ok,2
6072,磲,石，渠,,ok,2
6073,赝,雁，贝,,ok,2
6074,飙,犬，犬，犬，风,,ok,4
6075,殪,歹，壹,,ok,2
6076,霖,雨，林,,ok,2
6077,霏,雨，非,,ok,2
6078,霓,雨，兒,,ok,2
6079,錾,斩，金,,ok,2
6080,辚,车，粦,,ok,2
6081,臻,至，秦,,ok,2
6082,遽,豦，辶,,ok,2
6083,氅,敞，毛,,ok,2
6084,瞟,目，票,,ok,2
6085,瞠,目，堂,,ok,2
6086,瞰,目，敢,,ok,2
6087,嚄,口，蒦,,ok,2
6088,嚆,口，蒿,,ok,2
6089,噤,口，禁,,ok,2
6090,暾,日，敦,,ok,2
6091,蹀,⻊，枼,,ok,2
6092,踹,⻊，耑,,ok,2
6093,踵,⻊，重,,ok,2
6094,踽,⻊，禹,,ok,2
6095,蹉,⻊，差,,ok,2
6096,蹁,⻊，扁,,ok,2
6097,螨（蟎）,虫，㒼,,古,2
6098,蟒,虫，莽,,ok,2
6099,螈,虫，原,,ok,2
6100,螅,虫，息,,ok,2
6101,螭,虫，离,,ok,2
6102,螠,虫，益,,ok,2
6103,螟,虫，冥,,ok,2
6104,噱,口，豦,,ok,2
6105,噬,口，筮,,ok,2
6106,噫,口，意,,ok,2
6107,噻,口，塞,,ok,2
6108,噼,口，辟,,ok,2
6109,罹,罒，惟,,ok,2
6110,圜,囗，睘,,ok,2
6111,䦃,钅，著,,ok,2
6112,镖,钅，票,,ok,2
6113,镗,钅，堂,,ok,2
6114,镘,钅，曼,,ok,2
6115,镚,钅，崩,,ok,2
6116,镛,钅，庸,,ok,2
6117,镝,钅，啇,,ok,2
6118,镞,钅，族,,ok,2
6119,镠,钅，翏,,ok,2
6120,氇,毛，鲁,,ok,2
6121,氆,毛，普,,ok,2
6122,憩,舌，自，心,,ok,3
6123,穑,禾，啬,,ok,2
6124,篝,⺮，冓,,ok,2
6125,篥,⺮，栗,,ok,2
6126,篦,⺮，囟，比,,ok,3
6127,篪,⺮，虒,,ok,2
6128,篙,⺮，高,,ok,2
6129,盥,𦥑，水，皿,,ok,2
6130,劓,鼻，刂,,ok,2
6131,翱,皋，羽,,ok,2
6132,魉,鬼，两,,ok,2
6133,魈,鬼，肖,,ok,2
6134,徼,彳，白，方，攵,,ok,4
6135,歙,翕，欠,,ok,2
6136,膳,月，善,,ok,2
6137,膦,月，粦,,ok,2
6138,膙,月，强,,ok,2
6139,鲮,鱼，夌,,ok,2
6140,鲱,鱼，非,,ok,2
6141,鲲,鱼，昆,,ok,2
6142,鲳,鱼，昌,,ok,2
6143,鲴,鱼，固,,ok,2
6144,鲵,鱼，兒,,ok,2
6145,鲷,鱼，周,,ok,2
6146,鲻,鱼，巛，田,,ok,3
6147,獴,犭，蒙,,ok,2
6148,獭,犭，赖,,ok,2
6149,獬,犭，解,,ok,2
6150,邂,解，辶,,ok,2
6151,鹧,庶，鸟,,ok,2
6152,廨,广，解,,ok,2
6153,赟,斌，贝,,ok,2
6154,瘰,疒，累,,ok,2
6155,廪,广，禀,,ok,2
6156,瘿,疒，婴,,ok,2
6157,瘵,疒，祭,,ok,2
6158,瘴,疒，章,,ok,2
6159,癃,疒，隆,,ok,2
6160,瘳,疒，翏,,ok,2
6161,斓,文，阑,,ok,2
6162,麇,鹿，禾,,ok,2
6163,麈,鹿，主,,ok,2
6164,嬴,亡，口，月，女，凡,,ok,5
6165,壅,雍，土,,ok,2
6166,羲,羊，禾，丂，戈,,ok,4
6167,糗,米，臭,,ok,2
6168,瞥,敝，目,,ok,2
6169,甑,曾，瓦,,ok,2
6170,燎,火，尞,,ok,2
6171,燠,火，奥,,ok,2
6172,燔,火，番,,ok,2
6173,燧,火，遂,,ok,2
6174,濑,氵，赖,,ok,2
6175,濉,氵，睢,,ok,2
6176,潞,氵，路,,ok,2
6177,澧,氵，豊,,ok,2
6178,澹,氵，詹,,ok,2
6179,澥,氵，解,,ok,2
6180,澶,氵，亶,,ok,2
6181,濂,氵，廉,,ok,2
6182,褰,寒s，衣,,省,2
6183,寰,宀，睘,,ok,2
6184,窸,穴，悉,,ok,2
6185,褶,衤，習,,ok,2
6186,禧,礻，喜,,ok,2
6187,嬖,辟，女,,ok,2
6188,犟,强，牛,,ok,2
6189,隰,阝，㬎,,ok,2
6190,嬗,女，亶,,ok,2
6191,颡,桑，页,,ok,2
6192,缱,纟，遣,,ok,2
6193,缲,纟，喿,,ok,2
6194,缳,纟，睘,,ok,2
6195,璨,王，粲,,ok,2
6196,璩,王，豦,,ok,2
6197,璐,王，路,,ok,2
6198,璪,王，喿,,ok,2
6199,螫,赦，虫,,ok,2
6200,擤,扌，鼻,,ok,2
6201,壕,土，豪,,ok,2
6202,觳,士，冖，一，角，殳,,ok,5
6203,罄,殸，缶,,ok,2
6204,擢,扌，翟,,ok,2
6205,薹,艹，臺,,ok,2
6206,鞡,革，拉,,ok,2
6207,鞬,革，建,,ok,2
6208,薷,艹，需,,ok,2
6209,薰,艹，熏,,ok,2
6210,藓,艹，鲜,,ok,2
6211,藁,艹，高，木,,ok,3
6212,檄,木，敫,,ok,2
6213,檩,木，禀,,ok,2
6214,懋,楙，心,,ok,2
6215,醢,酉，右，皿,,ok,3
6216,翳,医，殳，羽,,ok,3
6217,礅,石，敦,,ok,2
6218,磴,石，登,,ok,2
6219,鹩,尞，鸟,,ok,2
6220,龋,齿，禹,,ok,2
6221,龌,齿，屋,,ok,2
6222,豳,山，豕，豕,,ok,3
6223,壑,㕡，土,,ok,2
6224,黻,黹，犮,,ok,2
6225,嚏,口，疐,,ok,2
6226,嚅,口，需,,ok,2
6227,蹑,⻊，聂,,ok,2
6228,蹒（蹣）,⻊，㒼,,古,2
6229,蹊,⻊，奚,,ok,2
6230,蟥,虫，黄,,ok,2
6231,螬,虫，曹,,ok,2
6232,螵,虫，票,,ok,2
6233,疃,田，童,,ok,2
6234,螳,虫，堂,,ok,2
6235,蟑,虫，章,,ok,2
6236,嚓,口，察,,ok,2
6237,羁,罒，革，马,,ok,3
6238,罽,罒，厂，炎，刂,,ok,4
6239,罾,罒，曾,,ok,2
6240,嶷,山，疑,,ok,2
6241,黜,黑，出,,ok,2
6242,黝,黑，幼,,ok,2
6243,髁,骨，果,,ok,2
6244,髀,骨，卑,,ok,2
6245,镡,钅，覃,,ok,2
6246,镢,钅，厥,,ok,2
6247,镣,钅，尞,,ok,2
6248,镦,钅，敦,,ok,2
6249,镧,钅，阑,,ok,2
6250,镩,钅，窜,,ok,2
6251,镪,钅，强,,ok,2
6252,镫,钅，登,,ok,2
6253,罅,缶，虖,,ok,2
6254,黏,黍，占,,ok,2
6255,簌,⺮，欶,,ok,2
6256,篾,⺮，罒，戍,,ok,3
6257,篼,⺮，兜,,ok,2
6258,簖,⺮，断,,ok,2
6259,簋,⺮，艮，皿,,ok,3
6260,鼢,鼠，分,,ok,2
6261,黛,代，黑,,ok,2
6262,儡,亻，畾,,ok,2
6263,鹪,焦，鸟,,ok,2
6264,鼾,鼻，干,,ok,2
6265,皤,白，番,,ok,2
6266,魍,鬼，罔,,ok,2
6267,龠,龠,,ok,1
6268,繇,䍃，系,,ok,2
6269,貘,豸，莫,,ok,2
6270,邈,貌，辶,,ok,2
6271,貔,豸，囟，比,,ok,3
6272,臌,月，鼓,,ok,2
6273,膻,月，亶,,ok,2
6274,臆,月，意,,ok,2
6275,臃,月，雍,,ok,2
6276,鲼,鱼，贲,,ok,2
6277,鲽,鱼，枼,,ok,2
6278,鳀,鱼，是,,ok,2
6279,鳃,鱼，思,,ok,2
6280,鳅,鱼，秋,,ok,2
6281,鳇,鱼，皇,,ok,2
6282,鳊,鱼，扁,,ok,2
6283,螽,冬，䖵,,ok,2
6284,燮,火，言，火，又,,ok,4
6285,鹫,就，鸟,,ok,2
6286,襄,襄,,ok,1
6287,糜,麻，米,,ok,2
6288,縻,麻，糸,,ok,2
6289,膺,䧹，月,,ok,2
6290,癍,疒，斑,,ok,2
6291,麋,鹿，米,,ok,2
6292,懑,满，心,,ok,2
6293,濡,氵，需,,ok,2
6294,濮,氵，亻，菐,,ok,3
6295,濞,氵，鼻,,ok,2
6296,濠,氵，豪,,ok,2
6297,濯,氵，翟,,ok,2
6298,蹇,寒s，足,,省,2
6299,謇,寒s，言,,省,2
6300,邃,穴，遂,,ok,2
6301,襁,衤，强,,ok,2
6302,檗,辟，木,,ok,2
6303,擘,辟，手,,ok,2
6304,孺,子，需,,ok,2
6305,隳,隋，人，⺗,,ok,3
6306,嬷,女，麽,,ok,2
6307,蟊,矛，䖵,,ok,2
6308,鹬,矞，鸟,,ok,2
6309,鍪,敄，金,,ok,2
6310,鏊,敖，金,,ok,2
6311,鳌,敖，鱼,,ok,2
6312,鬈,髟，卷,,ok,2
6313,鬃,髟，宗,,ok,2
6314,瞽,鼓，目,,ok,2
6315,鞯,革，荐,,ok,2
6316,鞨,革，曷,,ok,2
6317,鞫,革，訇,,ok,2
6318,鞧,革，酋,,ok,2
6319,鞣,革，柔,,ok,2
6320,藜,艹，黎,,ok,2
6321,藠,艹，皛,,ok,2
6322,藩,艹，潘,,ok,2
6323,醪,酉，翏,,ok,2
6324,蹙,戚，足,,ok,2
6325,礓,石，畺,,ok,2
6326,燹,豕，豕，火,,ok,3
6327,餮,殄，食,,ok,2
6328,瞿,䀠，隹,,ok,2
6329,曛,日，熏,,ok,2
6330,颢,景，页,,ok,2
6331,曜,日，翟,,ok,2
6332,躇,⻊，著,,ok,2
6333,蹚,⻊，堂,,ok,2
6334,鹭,路，鸟,,ok,2
6335,蟛,虫，彭,,ok,2
6336,蟪,虫，惠,,ok,2
6337,蟠,虫，番,,ok,2
6338,蟮,虫，善,,ok,2
6339,鹮,睘，鸟,,ok,2
6340,黠,黑，吉,,ok,2
6341,黟,黑，多,,ok,2
6342,髅,骨，娄,,ok,2
6343,髂,骨，客,,ok,2
6344,镬,钅，蒦,,ok,2
6345,镭,钅，雷,,ok,2
6346,镯,钅，蜀,,ok,2
6347,馥,香，复,,ok,2
6348,簟,⺮，覃,,ok,2
6349,簪,⺮，朁,,ok,2
6350,鼬,鼠，由,,ok,2
6351,雠,隹，讠，隹,,ok,3
6352,艟,舟，童,,ok,2
6353,鳎,鱼，日，羽,,ok,3
6354,鳏,鱼，眔,,ok,2
6355,鳐,鱼，䍃,,ok,2
6356,癞,疒，赖,,ok,2
6357,癔,疒，意,,ok,2
6358,癜,疒，殿,,ok,2
6359,癖,疒，辟,,ok,2
6360,糨,米，强,,ok,2
6361,蹩,敝，足,,ok,2
6362,鎏,流，金,,ok,2
6363,懵,忄，瞢,,ok,2
6364,彝,彑，米，糸，廾,,ok,4
6365,邋,巤，辶,,ok,2
6366,鬏,髟，秋,,ok,2
6367,攉,扌，霍,,ok,2
6368,攒,扌，赞,,ok,2
6369,鞲,革，冓,,ok,2
6370,鞴,革，備s,,省,2
6371,藿,艹，霍,,ok,2
6372,蘧,艹，遽,,ok,2
6373,蘅,艹，衡,,ok,2
6374,麓,林，鹿,,ok,2
6375,醮,酉，焦,,ok,2
6376,醯,酉，㐬，皿,,ok,3
6377,酃,霝，阝,,ok,2
6378,霪,雨，淫,,ok,2
6379,霭,雨，谒,,ok,2
6380,霨,雨，尉,,ok,2
6381,黼,黹，甫,,ok,2
6382,嚯,口，霍,,ok,2
6383,蹰,⻊，厨,,ok,2
6384,蹶,⻊，厥,,ok,2
6385,蹽,⻊，尞,,ok,2
6386,蹼,⻊，菐,,ok,2
6387,蹴,⻊，就,,ok,2
6388,蹾,⻊，敦,,ok,2
6389,蹿,⻊，窜,,ok,2
6390,蠖,虫，蒦,,ok,2
6391,蠓,虫，蒙,,ok,2
6392,蟾,虫，詹,,ok,2
6393,蠊,虫，廉,,ok,2
6394,黢,黑，夋,,ok,2
6395,髋,骨，宽,,ok,2
6396,髌,骨，宾,,ok,2
6397,镲,钅，察,,ok,2
6398,籀,⺮，扌，留,,ok,3
6399,籁,⺮，赖,,ok,2
6400,齁,鼻，句,,ok,2
6401,魑,鬼，离,,ok,2
6402,艨,舟，蒙,,ok,2
6403,鳓,鱼，勒,,ok,2
6404,鳔,鱼，票,,ok,2
6405,鳕,鱼，雪,,ok,2
6406,鳗,鱼，曼,,ok,2
6407,鳙,鱼，庸,,ok,2
6408,麒,鹿，其,,ok,2
6409,鏖,鹿，金,,ok,2
6410,羸,亡，口，羊，贝，凡,,ok,5
6411,㸆,火，靠,,ok,2
6412,瀚,氵，翰,,ok,2
6413,瀣,氵，韰,,ok,2
6414,瀛,氵，嬴,,ok,2
6415,襦,衤，需,,ok,2
6416,谶,讠，韱,,ok,2
6417,襞,辟，衣,,ok,2
6418,骥,马，冀,,ok,2
6419,缵,纟，赞,,ok,2
6420,瓒,王，赞,,ok,2
6421,攘,扌，襄,,ok,2
6422,蘩,艹，繁,,ok,2
6423,蘖,薛，木,,ok,2
6424,醴,酉，豊,,ok,2
6425,霰,雨，散,,ok,2
6426,酆,豐，阝,,ok,2
6427,矍,瞿，又,,ok,2
6428,曦,日，羲,,ok,2
6429,躅,⻊，蜀,,ok,2
6430,鼍,單，黾,,ok,2
6431,巉,山，毚,,ok,2
6432,黩,黑，卖,,ok,2
6433,黥,黑，京,,ok,2
6434,黪,黑，参,,ok,2
6435,镳,钅，麃,,ok,2
6436,镴,钅，巤,,ok,2
6437,黧,利b，黑,,变,2
6438,纂,算b，糸,,变,2
6439,璺,𦥑，同，冖，玉,,ok,4
6440,鼯,鼠，吾,,ok,2
6441,臜,月，赞,,ok,2
6442,鳜,鱼，厥,,ok,2
6443,鳝,鱼，善,,ok,2
6444,鳟,鱼，尊,,ok,2
6445,獾,犭，雚,,ok,2
6446,孀,女，霜,,ok,2
6447,骧,马，襄,,ok,2
6448,瓘,王，雚,,ok,2
6449,鼙,鼓，卑,,ok,2
6450,醺,酉，熏,,ok,2
6451,礴,石，薄,,ok,2
6452,颦,频，卑,,ok,2
6453,曩,日，襄,,ok,2
6454,鳢,鱼，豊,,ok,2
6455,癫,疒，颠,,ok,2
6456,麝,鹿，射,,ok,2
6457,夔,夔,,ok,1
6458,爝,火，爵,,ok,2
6459,灏,氵，颢,,ok,2
6460,禳,礻，襄,,ok,2
6461,鐾,辟，金,,ok,2
6462,羼,尸，羊，羊，羊,,ok,4
6463,蠡,彖，䖵,,ok,2
6464,耱,耒，磨,,ok,2
6465,懿,壹，恣,,ok,2
6466,蘸,艹，醮,,ok,2
6467,鹳,雚，鸟,,ok,2
6468,霾,雨，貍,,ok,2
6469,氍,瞿，毛,,ok,2
6470,饕,號，食,,ok,2
